id,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,coor,stars,reviews,source_query
ChIJMSqEz6hJrZERZzF35i9mrwo,https://www.google.com/maps/place/?q=place_id:ChIJMSqEz6hJrZERZzF35i9mrwo,Con Sabor de Casa,Pollería,"Rímac 380 B, Santiago de Cao 13740",959 883 832,+51 959 883 832,facebook.com,https://www.facebook.com/share/18QaZz6Em7/?mibextid=wwXIfr,"-7.9599999,-79.2398213",,,"Pollería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJGWVZUABJrZERZ0RW9YORnZI,https://www.google.com/maps/place/?q=place_id:ChIJGWVZUABJrZERZ0RW9YORnZI,"Pollería&Cafetería""Miskiq""",Tienda de aves de corral,"2QR5+4PF, C. Buenos Aires, Santiago de Cao 13741",934 876 346,+51 934 876 346,,,"-7.9596906,-79.24071219999999",,,"Pollería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJt2cCZUBJrZERJyVQdYvinSw,https://www.google.com/maps/place/?q=place_id:ChIJt2cCZUBJrZERJyVQdYvinSw,El Aji seco Marino,Restaurante,"C. Progreso 479, Santiago de Cao 13741",,,,,"-7.9606037999999995,-79.2382056",4.6,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJa5ci_nZPrZERgv3qDJc5FOU,https://www.google.com/maps/place/?q=place_id:ChIJa5ci_nZPrZERgv3qDJc5FOU,Mar y fuego,Restaurante,"4Q6G+4CP, C. Pisagua, Cartavio 13740",999 631 780,+51 999 631 780,facebook.com,https://www.facebook.com/Mar-y-Fuego-1703170456592330/,"-7.8896675,-79.223924",4.4,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJjYybzadPrZERribplP3oER0,https://www.google.com/maps/place/?q=place_id:ChIJjYybzadPrZERribplP3oER0,Cevicheria El Huarique del Tío Jeshu,Restaurante,"Sr. De los Milagros, Mz. Virgen de Lourdes 0005 Urb, Cartavio 13740",,,,,"-7.8864459,-79.2238883",4.5,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJXegFTAZRrZERQcfse1nwuE0,https://www.google.com/maps/place/?q=place_id:ChIJXegFTAZRrZERQcfse1nwuE0,Fin d' Pez,Marisquería,"Av, Víctor Larco Mz C, Chocope 13711",953 113 244,+51 953 113 244,,,"-7.7886907999999995,-79.2187221",4.8,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJEYd3xUBPrZERpZALTzqJp6c,https://www.google.com/maps/place/?q=place_id:ChIJEYd3xUBPrZERpZALTzqJp6c,Cartavio,,13740,,,,,"-7.8889328999999995,-79.2211476",,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJTXfgcU5IrZERqigRRNQ1rAE,https://www.google.com/maps/place/?q=place_id:ChIJTXfgcU5IrZERqigRRNQ1rAE,"Municipalidad Distrital de ""Santiago de Cao""",Oficinas de empresa,"C. San Martín 361, Santiago de Cao 13741",,,,,"-7.9622486,-79.2389604",4.3,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJmThTtSdJrZERhatGQSWf96Q,https://www.google.com/maps/place/?q=place_id:ChIJmThTtSdJrZERhatGQSWf96Q,Restaurante cevichería Estribor,Restaurante,"2QG6+288, Balneario El Charco 13740",,,,,"-7.974971999999999,-79.23917569999999",,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJcaxquSXbYpYRnFCIpidzu3U,https://www.google.com/maps/place/?q=place_id:ChIJcaxquSXbYpYRnFCIpidzu3U,Willychef Restaurante Peruano,Restaurante,"Eleuterio Ramírez 10190, 8030433 El Bosque, Región Metropolitana, Chile",9 8751 4928,+56 9 8751 4928,bistri.fi,https://bistri.fi/willychef,"-33.555835,-70.66337279999999",5,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJ5XbJYRnIBZERs61Io2CFoFk,https://www.google.com/maps/place/?q=place_id:ChIJ5XbJYRnIBZERs61Io2CFoFk,Cevichería Barra Maretazo | Peruvian Food,Restaurante peruano,"Calle Alcanfores 373, Miraflores 15074",933 037 574,+51 933 037 574,barramaretazo.com,http://www.barramaretazo.com/,"-12.1229096,-77.0277089",4.6,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJuWhWnkBPrZERSRP1Nr4qmlc,https://www.google.com/maps/place/?q=place_id:ChIJuWhWnkBPrZERSRP1Nr4qmlc,Cevicheria El Limonero,Restaurante,"4Q6H+F2X, C. Sinchi Roca, Cartavio 13740",999 717 524,+51 999 717 524,,,"-7.8887725,-79.2223893",4.3,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJu1zxEw73rJERubvGJw2lFxI,https://www.google.com/maps/place/?q=place_id:ChIJu1zxEw73rJERubvGJw2lFxI,Cevicheria Los Delfines,Restaurante,"044, Chao",,,,,"-8.539118,-78.679868",4.5,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJ3bcwnU5JrZERpyO1EjF_RMo,https://www.google.com/maps/place/?q=place_id:ChIJ3bcwnU5JrZERpyO1EjF_RMo,"Pizzería: ""La Villa Pizzas""",Pizzería,"C. Bolognesi 497, Santiago de Cao 13741",938 999 902,+51 938 999 902,,,"-7.9609730999999995,-79.2396449",3,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJy6VjLZlIrZERT2DSjwNiNq4,https://www.google.com/maps/place/?q=place_id:ChIJy6VjLZlIrZERT2DSjwNiNq4,Chiquitoy,,13740,,,,,"-7.926179299999999,-79.20986669999999",,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJldQ2YuZErZER2UWY-QnvKBo,https://www.google.com/maps/place/?q=place_id:ChIJldQ2YuZErZER2UWY-QnvKBo,Restaurante El Langostino,Restaurante,"Calle Miguel Grau 304, Chicama 13701",954 024 003,+51 954 024 003,facebook.com,https://www.facebook.com/El-Langostino-Chicama-153632471488982/,"-7.844583999999999,-79.14619309999999",4.1,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJ9wK9EQ9JrZERnH9dp1T1FbE,https://www.google.com/maps/place/?q=place_id:ChIJ9wK9EQ9JrZERnH9dp1T1FbE,Restaurante-Cevicheria CHIQUITAYAP Y MINIMARKET Ganador plato el SHAMBAR primer puesto en trujillo,Marisquería,"Luis José de Orbegoso. N° 15, Chiquitoy 13740",922 480 442,+51 922 480 442,,,"-7.927262799999999,-79.2067058",,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJxWge_fDHBZERgSF9IaUZ2Oo,https://www.google.com/maps/place/?q=place_id:ChIJxWge_fDHBZERgSF9IaUZ2Oo,La Casa del Ceviche,Restaurante peruano,"C. Maria Reiche 183, Santiago de Surco 15038",946 187 690,+51 946 187 690,4sq.com,http://4sq.com/u1kT08,"-12.120713499999999,-76.9962113",4.5,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJdX5Z5SNFrZERJdVW6uwNiBE,https://www.google.com/maps/place/?q=place_id:ChIJdX5Z5SNFrZERJdVW6uwNiBE,"Cevicheria Y Pollería ""Llapo""",Restaurante,"C. Gran Vía 154, Chiclín 13700",,,,,"-7.8358555999999995,-79.16118089999999",,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJZ3-J7FvOBZERJ6dvH-VESd8,https://www.google.com/maps/place/?q=place_id:ChIJZ3-J7FvOBZERJ6dvH-VESd8,EL OLIMPICO,Restaurante,"Av. Carlos Izaguirre 938, Los Olivos 15301",(01) 5234834,+51 1 5234834,,,"-11.99104,-77.0725511",4,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJ_T9tSPZFrZERDgi8mpqbKVE,https://www.google.com/maps/place/?q=place_id:ChIJ_T9tSPZFrZERDgi8mpqbKVE,Cevicheria Beto's,Marisquería,"Calle Miguel Grau 223, Chicama 13701",998 935 594,+51 998 935 594,,,"-7.8446919,-79.1467201",3.6,,"Cevichería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJ3bcwnU5JrZERpyO1EjF_RMo,https://www.google.com/maps/place/?q=place_id:ChIJ3bcwnU5JrZERpyO1EjF_RMo,"Pizzería: ""La Villa Pizzas""",Pizzería,"C. Bolognesi 497, Santiago de Cao 13741",938 999 902,+51 938 999 902,,,"-7.9609730999999995,-79.2396449",3,,"Pizzería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJq2-OP6xPrZERXppIMg-YHyg,https://www.google.com/maps/place/?q=place_id:ChIJq2-OP6xPrZERXppIMg-YHyg,FAMILY PIZZA,Pizzería,"LI-103, 13740",,,,,"-7.897286899999999,-79.2396523",,,"Pizzería en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJL-2M5IA-rZERn2hWW9hwfqA,https://www.google.com/maps/place/?q=place_id:ChIJL-2M5IA-rZERn2hWW9hwfqA,Restaraunt Chifa Tay Loy,Restaurante,"A41 Lt.3, Manuel Arevalo Segunda Etapa Mz, La Esperanza 13013",951 368 233,+51 951 368 233,,,"-8.061874,-79.05618559999999",4.2,,"Chifa en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJUQH6ar49rZERcojJ5YfFvnY,https://www.google.com/maps/place/?q=place_id:ChIJUQH6ar49rZERcojJ5YfFvnY,Hotel Y Chifa Pacifico,Restaurante,"Av. Pablo Casals 496, Trujillo 13011",(044) 260480,+51 44 260480,,,"-8.0991558,-79.04356179999999",4.2,,"Chifa en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJMSLmHAI9rZERWGtUs3TpWQ4,https://www.google.com/maps/place/?q=place_id:ChIJMSLmHAI9rZERWGtUs3TpWQ4,Chifa Yong Xing,Restaurante asiático,"Av. América Sur 2060, Trujillo 13006",921 395 968,+51 921 395 968,,,"-8.1202556,-79.0199518",3.9,,"Chifa en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
ChIJLwJIGhM9rZER33hfCiyQiwk,https://www.google.com/maps/place/?q=place_id:ChIJLwJIGhM9rZER33hfCiyQiwk,Chifa Huangsheng,Restaurante chino,"Av. Larco 1881, Víctor Larco Herrera 13009",(044) 615142,+51 44 615142,,,"-8.1306047,-79.0437685",4.1,,"Chifa en el distrito de Santiago de Cao, Ascope , La Libertad, Perú"
